,popularity,vote_average,title
692,47.973995,5.6,Chicken Little
693,143.041543,7.9,Gone Girl
694,86.476817,7.3,The Bourne Identity
695,59.824565,6.6,GoldenEye
696,18.345613,6.1,The General's Daughter
697,56.488027,7.8,The Truman Show
698,29.464852,6.8,The Prince of Egypt
699,18.106021,5.6,Daddy Day Care
700,42.881415,6.6,2 Guns
701,18.735024,5.0,Cats & Dogs
702,62.766854,6.6,The Italian Job
703,24.153567,5.9,Two Weeks Notice
704,41.515702,6.0,Antz
705,26.676487,5.3,Couples Retreat
706,16.278022,5.9,Days of Thunder
707,18.831023,5.7,Cheaper by the Dozen 2
708,113.161483,6.4,Maze Runner: The Scorch Trials
709,28.800112,5.8,Eat Pray Love
710,19.705489,6.5,The Family Man
711,41.430245,6.6,RED
712,23.127561,6.8,Any Given Sunday
713,12.867352,6.7,The Horse Whisperer
714,44.815022,7.0,Collateral
715,37.537093,5.3,The Scorpion King
716,10.99991,6.2,Ladder 49
717,56.868399,6.3,Jack Reacher
718,22.991269,5.6,Deep Blue Sea
719,15.798622,6.7,This Is It
720,38.820858,6.2,Contagion
721,10.292864,4.3,Kangaroo Jack
722,51.146047,7.3,Coraline
723,20.501582,4.9,The Happening
724,45.299089,7.3,Man on Fire
725,4.280619,4.5,The Shaggy Dog
726,28.848842,5.6,Starsky & Hutch
727,22.501041,5.5,Jingle All the Way
728,47.479755,6.5,Hellboy
729,10.147321,6.1,A Civil Action
730,39.539045,6.7,ParaNorman
731,19.747459,6.1,The Jackal
732,29.018826,5.9,Paycheck
733,4.801849,5.9,Up Close & Personal
734,16.493576,5.8,The Tale of Despereaux
735,21.549232,5.3,The Tuxedo
736,13.080725,5.6,Under Siege 2: Dark Territory
737,42.538258,5.9,Jack Ryan: Shadow Recruit
738,29.876507,6.4,Joy
739,61.849521,5.8,London Has Fallen
740,37.44963,5.9,Alien: Resurrection
741,37.378081,6.9,Shooter
742,30.656345,6.6,The Boxtrolls
743,15.142701,6.3,Practical Magic
744,59.547928,7.5,The Lego Movie
745,19.998581,5.3,Miss Congeniality 2: Armed and Fabulous
746,27.615108,6.0,Reign of Fire
747,29.041198,6.2,Gangster Squad
748,25.293538,4.6,Year One
749,23.85119,7.0,Invictus
750,21.685719,6.7,State of Play
751,13.630049,5.7,Duplicity
752,6.80692,5.1,My Favorite Martian
753,15.352807,5.8,The Sentinel
754,23.661071,5.6,Planet 51
755,21.605533,6.1,Star Trek: Nemesis
756,22.620125,5.8,Intolerable Cruelty
757,18.587114,6.6,Trouble with the Curve
758,24.657931,6.2,Edge of Darkness
759,12.621769,5.8,The Relic
760,21.08952,5.7,Analyze That
761,18.380176,5.9,Righteous Kill
762,18.877795,6.0,Mercury Rising
763,17.299333,6.6,The Soloist
764,16.848899,6.3,The Legend of Bagger Vance
765,21.547446,7.4,Almost Famous
766,16.930969,5.1,Garfield: A Tail of Two Kitties
767,36.689223,4.7,xXx: State of the Union
768,28.350927,5.4,Priest
769,18.815442,6.6,Sinbad: Legend of the Seven Seas
770,29.787135,6.5,Event Horizon
771,8.927137,6.1,Dragonfly
772,15.213484,5.7,The Black Dahlia
773,13.155999,6.3,Flyboys
774,15.433244,7.0,The Last Castle
775,5.762037,4.9,Supernova
776,22.736038,6.0,Winter's Tale
777,45.514031,6.2,The Mortal Instruments: City of Bones
778,18.676291,5.0,Meet Dave
779,14.376463,5.3,Dark Water
780,14.298297,5.7,Edtv
781,27.018886,6.0,Inkheart
782,14.84856,4.7,The Spirit
783,52.417529,5.4,Mortdecai
784,15.406173,4.1,In the Name of the King: A Dungeon Siege Tale
785,6.523472,6.7,Beyond Borders
786,4.72629,6.0,The Monkey King 2
787,8.923215,6.8,The Great Raid
788,514.569956,7.4,Deadpool
789,9.265672,4.9,Holy Man
790,87.53437,7.4,American Sniper
791,45.351617,6.2,Goosebumps
792,13.43573,6.5,Just Like Heaven
793,6.248309,4.4,The Flintstones in Viva Rock Vegas
794,31.294717,5.7,Rambo III
795,7.739276,5.7,Leatherheads
796,19.694695,4.9,The Ridiculous 6
797,14.403696,5.1,Did You Hear About the Morgans?
798,1.551497,6.1,The Internship
799,2.143764,5.8,Resident Evil: Afterlife
800,12.29603,5.9,Red Tails
801,33.8473,7.2,The Devil's Advocate
802,21.723897,5.5,That's My Boy
803,31.791979,6.4,DragonHeart
804,14.113066,6.0,After the Sunset
805,48.622278,4.7,Ghost Rider: Spirit of Vengeance
806,9.061866,5.5,Captain Corelli's Mandolin
807,35.4763,5.8,The Pacifier
808,23.438398,6.0,Walking Tall
809,138.133331,8.2,Forrest Gump
810,47.336034,5.5,Alvin and the Chipmunks
811,29.97224,6.6,Meet the Parents
812,47.845589,6.7,Pocahontas
813,48.507081,6.9,Superman
814,20.28119,5.4,The Nutty Professor
815,34.576913,6.4,Hitch
816,22.573237,5.4,George of the Jungle
817,36.194802,6.0,American Wedding
818,52.786917,7.6,Captain Phillips
819,38.06168,5.9,Date Night
820,19.830132,6.0,Casper
821,79.922059,7.1,The Equalizer
822,19.738215,5.6,Maid in Manhattan
823,20.334629,7.0,Crimson Tide
824,80.581367,7.7,The Pursuit of Happyness
825,32.05145,6.1,Flightplan
826,15.064058,5.9,Disclosure
827,21.272734,6.4,City of Angels
828,79.754966,7.7,Kill Bill: Vol. 1
829,13.191829,6.0,Bowfinger
830,50.622607,7.6,Kill Bill: Vol. 2
831,22.787667,6.1,Tango & Cash
832,29.498304,6.3,Death Becomes Her
833,25.400935,6.2,Shanghai Noon
834,17.231675,5.8,Executive Decision
835,32.835777,5.7,Mr. Popper's Penguins
836,17.097041,6.3,The Forbidden Kingdom
837,14.414937,5.7,Free Birds
838,45.856409,6.2,Alien³
839,7.027139,5.9,Evita
840,32.657488,6.7,Ronin
841,12.46525,6.4,The Ghost and the Darkness
842,39.882276,7.0,Paddington
843,39.395881,5.3,The Watch
844,8.634954,6.0,The Hunted
845,7.386394,6.2,Instinct
846,8.802525,5.1,Stuck on You
847,10.449975,5.4,Semi-Pro
848,23.700759,6.4,The Pirates! In an Adventure with Scientists!
849,27.50916,7.3,Changeling
850,20.58862,5.3,Chain Reaction
851,4.366488,5.7,The Fan
852,18.927463,7.0,The Phantom of the Opera
853,15.274137,6.6,Elizabeth: The Golden Age
854,29.954302,5.4,Æon Flux
855,4.362535,6.1,Gods and Generals
856,4.700024,5.2,Turbulence
857,12.340384,5.7,Imagine That
858,14.808304,6.2,Muppets Most Wanted
859,9.27875,4.2,Thunderbirds
860,22.863516,6.9,Burlesque
861,23.05451,7.1,A Very Long Engagement
862,23.962109,7.3,Lolita
863,12.669778,5.3,D-Tox
864,67.169587,6.2,Blade II
865,41.472404,7.5,Seven Pounds
866,22.503935,5.2,Bullet to the Head
867,59.194915,7.1,The Godfather: Part III
868,22.894898,6.1,Elizabethtown
869,18.600367,5.4,"You, Me and Dupree"
870,30.515175,6.5,Superman II
871,9.053456,3.5,Gigli
872,7.768223,5.7,All the King's Men
873,19.643365,5.5,Shaft
874,45.565918,7.4,Anastasia
875,57.374341,7.4,Moulin Rouge!
876,8.41856,5.4,Domestic Disturbance
877,46.049902,6.3,Black Mass
878,23.9366,6.7,Flags of Our Fathers
879,49.593978,7.2,Law Abiding Citizen
880,16.637642,6.8,Grindhouse
881,1.453765,5.9,Beloved
882,6.162872,5.4,Lucky You
883,73.944049,7.7,Catch Me If You Can
884,38.306954,6.7,Zero Dark Thirty
885,26.251217,5.6,The Break-Up
886,30.780599,6.4,Mamma Mia!
887,25.41929,5.7,Valentine's Day
888,15.98212,5.1,The Dukes of Hazzard
889,40.072583,7.2,The Thin Red Line
890,32.015477,5.9,The Change-Up
891,24.444186,6.9,Man on the Moon
892,40.06688,7.8,Casino
893,27.916284,6.1,From Paris with Love
894,15.20707,5.1,Bulletproof Monk
895,39.001682,6.1,"Me, Myself & Irene"
896,10.430832,5.3,Barnyard
897,5.952527,5.1,Deck the Halls
898,94.815867,5.6,The Twilight Saga: New Moon
899,67.298732,7.3,Shrek
900,26.60772,6.5,The Adjustment Bureau
901,28.803729,6.6,Robin Hood: Prince of Thieves
902,27.039636,6.7,Jerry Maguire
903,68.87691,6.3,Ted
904,37.885022,7.2,As Good as It Gets
905,35.537397,7.0,Patch Adams
906,38.125008,6.0,Anchorman 2: The Legend Continues
907,18.121404,5.6,Mr. Deeds
908,37.069253,6.6,Super 8
909,30.347332,7.1,Erin Brockovich
910,23.854701,6.3,How to Lose a Guy in 10 Days
911,52.380982,7.0,22 Jump Street
912,50.163785,7.2,Interview with the Vampire
913,43.849351,6.4,Yes Man
914,45.318703,6.2,Central Intelligence
915,16.368283,6.9,Stepmom
916,38.616744,5.8,Daddy's Home
917,65.90161,5.6,Into the Woods
918,45.220386,7.3,Inside Man
919,17.457947,6.7,Payback
920,10.755847,5.0,Congo
921,38.629763,6.5,We Bought a Zoo
922,32.693093,5.9,Knowing
923,18.806031,5.5,Failure to Launch
924,32.233713,5.4,The Ring Two
925,37.990705,7.0,"Crazy, Stupid, Love."
926,17.667826,5.2,Garfield
927,9.225166,5.2,Christmas with the Kranks
928,46.180421,7.0,Moneyball
929,30.397496,6.3,Outbreak
930,83.295796,6.8,Non-Stop
931,23.935053,5.5,Race to Witch Mountain
932,84.630969,7.7,V for Vendetta
933,16.251204,6.0,Shanghai Knights
934,9.894346,6.2,Curious George
935,12.050755,5.1,Herbie Fully Loaded
936,11.596207,6.0,Don't Say a Word
937,53.02787,5.7,Hansel & Gretel: Witch Hunters
938,14.382253,6.3,Unfaithful
939,43.450266,5.9,I Am Number Four
940,16.871194,6.3,Syriana
941,42.526529,7.0,13 Hours: The Secret Soldiers of Benghazi
942,34.890999,7.3,The Book of Life
943,18.186026,5.6,Firewall
944,13.576765,6.4,Absolute Power
945,19.434672,6.0,G.I. Jane
946,62.925175,7.5,The Game
947,32.927994,6.3,Silent Hill
948,14.837288,6.1,The Replacements
949,39.920035,6.1,American Reunion
950,28.725621,6.8,The Negotiator
951,20.566554,5.8,Into the Storm
952,20.333953,5.5,Beverly Hills Cop III
953,33.98637,6.2,Gremlins 2: The New Batch
954,42.472324,7.2,The Judge
955,15.931084,5.8,The Peacemaker
956,29.880122,6.1,Resident Evil: Apocalypse
957,28.803802,6.1,Bridget Jones: The Edge of Reason
958,14.993459,6.1,Out of Time
959,9.114168,4.5,On Deadly Ground
960,12.31101,4.4,The Adventures of Sharkboy and Lavagirl
961,41.362082,6.3,The Beach
962,13.298205,5.9,Raising Helen
963,19.085403,6.2,Ninja Assassin
964,9.622345,6.3,For Love of the Game
965,11.106006,4.4,Striptease
966,12.25622,5.0,Marmaduke
967,13.365715,5.8,Hereafter
968,16.167093,6.0,Murder by Numbers
969,23.073933,6.0,Assassins
970,6.567065,6.0,Hannibal Rising
971,6.22577,5.9,The Story of Us
972,42.933027,6.0,The Host
973,19.226763,6.2,Basic
974,10.089065,6.1,Blood Work
975,13.391833,6.0,The International
976,21.637234,5.6,Escape from L.A.
977,61.245957,7.6,The Iron Giant
978,25.237969,7.1,The Life Aquatic with Steve Zissou
979,21.589393,6.6,Free State of Jones
980,22.442241,7.3,The Life of David Gale
981,6.004422,5.4,Man of the House
982,74.64653,6.3,Run All Night
983,35.481169,7.2,Eastern Promises
984,14.723467,5.8,Into the Blue
985,21.084542,6.2,The Messenger: The Story of Joan of Arc
986,21.408222,5.2,Your Highness
987,19.267479,5.8,Dream House
988,3.314004,5.9,Mad City
989,21.312186,5.8,Baby's Day Out
990,7.44268,5.5,The Scarlet Letter
991,12.54949,6.5,Fair Game
992,18.394571,6.0,Domino
993,8.189406,5.2,Jade
994,27.631262,5.6,Gamer
995,40.721373,5.6,Beautiful Creatures
996,11.329727,5.9,Death to Smoochy
997,37.253774,4.7,Zoolander 2
998,6.397388,5.0,The Big Bounce
999,2.275331,5.4,What Planet Are You From?
1000,30.387148,5.3,Drive Angry
1001,8.139676,3.9,Street Fighter: The Legend of Chun-Li
1002,21.746245,5.7,The One
1003,2.808428,6.2,The Adventures of Ford Fairlane
1004,31.02233,7.2,The Boat That Rocked
1005,25.170217,6.9,Traffic
1006,80.972475,7.6,Indiana Jones and the Last Crusade
1007,26.38704,6.5,Anna Karenina
1008,116.700319,6.6,Chappie
1009,33.884459,6.5,The Bone Collector
1010,53.043124,6.5,Panic Room
1011,0.716764,4.3,The Tooth Fairy
1012,34.973086,6.6,Three Kings
1013,40.371098,6.1,Child 44
1014,18.60049,6.0,Rat Race
1015,30.920075,7.1,K-PAX
1016,11.940711,6.0,Kate & Leopold
1017,19.348007,5.6,Bedazzled
1018,8.59075,6.6,The Cotton Club
1019,48.801089,6.9,3:10 to Yuma
1020,88.844777,6.1,Taken 3
1021,16.000178,6.5,Out of Sight
1022,19.525659,5.7,The Cable Guy
1023,1.246883,6.6,Earth
1024,7.859226,5.9,Dick Tracy
1025,18.102572,6.6,The Thomas Crown Affair
1026,7.226115,6.5,Riding in Cars with Boys
1027,63.071046,7.2,First Blood
1028,24.132271,7.7,Solaris
1029,10.410933,4.6,Happily N'Ever After
1030,6.067212,5.7,Mary Reilly
1031,15.401855,6.3,My Best Friend's Wedding
1032,10.698929,5.5,America's Sweethearts
1033,41.322708,6.8,Insomnia
1034,25.6713,7.0,Star Trek: First Contact
1035,22.581313,4.4,Jonah Hex
1036,12.971122,6.2,Courage Under Fire
1037,26.721386,6.4,Liar Liar
1038,24.672234,6.6,The Infiltrator
1039,0.146783,6.5,Inchon
1040,28.964162,5.0,The Flintstones
1041,49.353524,6.1,Taken 2
1042,36.585509,5.8,Scary Movie 3
1043,32.624355,6.1,Miss Congeniality
1044,53.090422,5.8,Journey to the Center of the Earth
1045,30.002907,6.0,The Princess Diaries 2: Royal Engagement
1046,17.923254,6.3,The Pelican Brief
1047,17.746719,6.4,The Client
1048,31.305336,7.0,The Bucket List
1049,19.637704,6.3,Patriot Games
1050,10.411996,5.6,Monster-in-Law
1051,88.496873,7.9,Prisoners
1052,52.081131,7.3,Training Day
1053,30.816341,6.9,Galaxy Quest
1054,35.376971,5.4,Scary Movie 2
1055,17.047276,6.5,The Muppets
1056,43.815492,6.5,Blade
1057,23.234651,7.3,Coach Carter
1058,17.270539,5.9,Changing Lanes
1059,27.684779,4.7,Anaconda
1060,26.79781,5.8,Coyote Ugly
1061,37.073127,7.0,Love Actually
1062,87.350802,6.8,A Bug's Life
1063,26.134678,6.6,From Hell
1064,16.582709,5.5,The Specialist
1065,10.731574,5.9,Tin Cup
1066,2.094151,6.2,"Yours, Mine and Ours"
1067,8.99269,5.6,Kicking & Screaming
1068,51.742065,6.6,The Hitchhiker's Guide to the Galaxy
1069,7.157635,4.3,Fat Albert
1070,12.06538,6.1,Resident Evil: Extinction
1071,44.120328,6.6,Blended
1072,6.156015,6.4,Last Holiday
1073,12.362876,6.1,The River Wild
1074,11.095914,5.9,The Indian in the Cupboard
1075,31.856589,6.2,Savages
1076,24.459948,6.1,Cellular
1077,28.029015,6.0,Johnny English
1078,20.239061,5.5,The Ant Bully
1079,25.876582,6.5,Dune
1080,11.872841,7.1,Across the Universe
1081,20.360549,6.7,Revolutionary Road
1082,32.31022,6.2,16 Blocks
1083,27.568194,5.4,Babylon A.D.
1084,6.250282,4.7,The Glimmer Man
1085,11.120344,5.5,Multiplicity
1086,13.707183,5.3,Aliens in the Attic
1087,12.495436,6.5,The Pledge
1088,6.803965,6.1,The Producers
1089,9.025236,4.7,The Phantom
1090,7.524671,5.8,All the Pretty Horses
1091,3.770161,7.1,Nixon
1092,21.118196,6.7,The Ghost Writer
1093,6.513856,6.0,Deep Rising
1094,11.387408,6.3,Miracle at St. Anna
1095,9.950505,6.6,Curse of the Golden Flower
1096,14.813057,5.0,Bangkok Dangerous
1097,5.201688,6.3,Big Trouble
1098,5.361699,6.4,Love in the Time of Cholera
1099,3.848893,4.0,Shadow Conspiracy
1100,35.6585,6.0,Johnny English Reborn
1101,5.258726,2.3,Foodfight!
1102,62.01056,7.1,Argo
1103,54.884297,7.2,The Fugitive
1104,33.747825,5.5,The Bounty Hunter
1105,16.245068,7.3,Sleepers
1106,38.653969,6.3,Rambo: First Blood Part II
1107,3.937352,5.5,The Juror
1108,46.007991,6.9,Pinocchio
1109,5.380124,6.4,Heaven's Gate
1110,49.020045,6.4,Underworld: Evolution
1111,24.821138,5.6,Victor Frankenstein
1112,19.043286,7.0,Finding Forrester
1113,5.418921,6.0,28 Days
1114,25.999888,6.6,Unleashed
1115,18.65632,5.3,The Sweetest Thing
1116,23.736535,6.6,The Firm
1117,21.75433,6.8,Charlie St. Cloud
1118,44.094856,6.3,The Mechanic
1119,62.714026,6.7,21 Jump Street
1120,28.969151,7.0,Notting Hill
1121,31.789029,6.5,Chicken Run
1122,33.238296,5.8,Along Came Polly
1123,6.420434,5.4,Boomerang
1124,37.654688,6.5,The Heat
1125,13.244365,6.7,Cleopatra
1126,26.799913,6.0,Here Comes the Boom
1127,14.046705,6.1,High Crimes
1128,3.844926,6.5,The Mirror Has Two Faces
1129,14.733513,6.1,The Mothman Prophecies
1130,16.122168,5.4,Brüno
1131,28.22119,5.9,Licence to Kill
1132,45.151657,5.6,Red Riding Hood
1133,15.205371,5.7,15 Minutes
1134,14.587367,4.0,Super Mario Bros.
1135,34.828241,7.0,Lord of War
1136,23.607392,7.2,Hero
1137,19.438503,5.3,One for the Money
1138,74.168016,6.1,The Interview
1139,7.349497,6.3,The Warrior's Way
1140,7.663515,6.8,Micmacs
1141,32.798571,6.8,8 Mile
1142,5.794466,5.3,Why I Did (Not) Eat My Father
1143,36.670399,6.6,A Knight's Tale
1144,14.653718,5.3,The Medallion
1145,73.085576,7.7,The Sixth Sense
1146,34.041407,6.2,Man on a Ledge
1147,9.419726,5.6,The Big Year
1148,28.456572,6.9,The Karate Kid
1149,49.664128,6.8,American Hustle
1150,36.238968,6.7,The Proposal
1151,19.439386,6.2,Double Jeopardy
1152,43.345252,7.4,Back to the Future Part II
1153,115.241998,6.3,Lucy
1154,98.755657,5.2,Fifty Shades of Grey
1155,21.998734,4.7,Spy Kids 3-D: Game Over
1156,25.219805,7.0,A Time to Kill
1157,26.516624,6.0,Cheaper by the Dozen
1158,37.084384,7.4,Lone Survivor
1159,21.661028,6.7,A League of Their Own
1160,68.794673,7.0,The Conjuring 2
1161,69.27822,7.1,The Social Network
1162,26.253357,6.2,He's Just Not That Into You
1163,32.549282,5.3,Scary Movie 4
1164,24.992057,5.7,Scream 3
1165,45.769562,7.1,Back to the Future Part III
1166,36.301202,5.9,Get Hard
1167,45.022964,7.1,Dracula
1168,22.853006,6.6,Julie & Julia
1169,31.884559,6.8,42
1170,31.385257,7.0,The Talented Mr. Ripley
1171,67.767785,5.4,Dumb and Dumber To
1172,24.287306,6.7,Eight Below
1173,53.114573,7.1,The Intern
1174,25.136082,6.1,Ride Along 2
1175,37.776566,7.1,The Last of the Mohicans
1176,21.743321,7.2,Ray
1177,66.003433,7.2,Sin City
1178,24.862767,6.2,Vantage Point
1179,25.391899,6.5,"I Love You, Man"
1180,29.854773,5.7,Shallow Hal
1181,26.82041,7.5,JFK
1182,17.61292,5.4,Big Momma's House 2
1183,21.021809,5.8,The Mexican
1184,52.571674,6.1,17 Again
1185,34.519636,6.2,The Other Woman
1186,32.478077,5.4,The Final Destination
1187,48.445978,7.2,Bridge of Spies
1188,24.012986,6.0,Behind Enemy Lines
1189,17.869443,5.9,Get Him to the Greek
1190,14.231899,5.9,Shall We Dance?
1191,23.088571,6.2,Small Soldiers
1192,19.833664,5.0,Spawn
1193,26.595983,7.3,The Count of Monte Cristo
1194,26.072228,7.0,The Lincoln Lawyer
1195,38.643914,6.5,Unknown
1196,74.440708,8.0,The Prestige
1197,82.185281,6.1,Horrible Bosses 2
1198,18.14218,5.7,Escape from Planet Earth
1199,41.570047,7.3,Apocalypto
1200,23.331459,6.2,The Living Daylights
1201,47.649554,6.0,Predators
1202,7.519433,5.8,Legal Eagles
1203,32.908414,6.4,Secret Window
1204,29.88736,6.5,The Lake House
1205,29.105407,6.4,The Skeleton Key
1206,16.394452,6.5,The Odd Life of Timothy Green
1207,19.574774,6.0,Made of Honor
1208,14.199933,6.8,Jersey Boys
1209,12.229516,6.7,The Rainmaker
1210,27.303608,5.8,Gothika
1211,3.698276,6.8,Amistad
1212,7.021871,5.8,Medicine Man
1213,39.381913,4.9,Aliens vs Predator: Requiem
1214,14.398356,5.4,Ri¢hie Ri¢h
1215,8.680334,5.7,Autumn in New York
1216,17.659032,6.2,Music and Lyrics
1217,43.151268,6.5,Paul
1218,15.283444,5.4,The Guilt Trip
1219,35.21926,6.1,Scream 4
1220,25.580272,6.1,8MM
1221,10.794175,6.7,The Doors
1222,72.641296,5.3,Sex Tape
1223,3.415534,5.0,Hanging Up
1224,38.555482,5.9,Final Destination 5
1225,6.786117,5.3,Mickey Blue Eyes
1226,24.313684,7.0,Pay It Forward
1227,9.965073,5.9,Fever Pitch
1228,15.055732,5.5,Drillbit Taylor
1229,32.808675,5.8,A Million Ways to Die in the West
1230,8.178203,5.4,The Shadow
1231,31.066874,6.9,Extremely Loud & Incredibly Close
1232,22.491388,6.1,Morning Glory
1233,12.885985,6.3,Get Rich or Die Tryin'
1234,7.832337,5.6,The Art of War
1235,10.433667,6.7,Rent
1236,3.321949,4.9,Bless the Child
1237,4.842626,5.0,The Out-of-Towners
1238,13.210898,4.6,The Island of Dr. Moreau
1239,3.296933,5.2,The Musketeer
1240,22.939557,6.4,The Other Boleyn Girl
1241,19.372805,6.4,Sweet November
1242,13.445697,5.4,The Reaping
1243,17.002096,7.2,Mean Streets
1244,4.516953,5.9,Renaissance Man
1245,33.785969,6.5,Colombiana
1246,16.059443,6.9,Quest for Camelot
1247,3.476966,5.7,City By The Sea
1248,5.778724,5.9,At First Sight
1249,7.360793,4.7,Torque
1250,3.621837,6.0,City Hall
1251,14.513305,4.9,Showgirls
1252,22.364549,6.5,Marie Antoinette
1253,6.90894,5.7,Kiss of Death
1254,4.494788,4.8,Get Carter
1255,47.559928,7.0,The Impossible
1256,2.410546,4.2,Ishtar
1257,41.258956,7.5,Fantastic Mr. Fox
1258,8.980846,5.7,Life or Something Like It
1259,7.222985,5.7,Memoirs of an Invisible Man
1260,73.720244,7.8,Amélie
1261,10.0403,5.5,New York Minute
1262,15.219263,5.6,Alfie
1263,8.303696,6.6,Big Miracle
1264,4.746085,5.9,The Deep End of the Ocean
1265,6.756886,3.2,FearDotCom
1266,16.424807,5.5,Cirque du Freak: The Vampire's Assistant
1267,15.590001,5.9,Duplex
1268,5.483671,6.3,Soul Men
1269,1.630541,5.2,Raise the Titanic
1270,14.566664,4.2,Universal Soldier: The Return
1271,28.353517,6.5,Pandorum
1272,9.579975,6.1,Impostor
1273,2.911819,5.0,Extreme Ops
1274,10.844882,4.8,Just Visiting
1275,51.502884,7.0,Sunshine
1276,13.119133,6.0,A Thousand Words
1277,4.238482,5.4,Delgo
1278,26.935458,5.5,The Gunman
1279,16.282962,5.1,Stormbreaker
1280,31.690456,6.6,Disturbia
1281,17.842246,6.2,Hackers
1282,8.048305,6.6,The Hunting Party
1283,14.188982,7.1,The Hudsucker Proxy
1284,6.884467,6.3,The Warlords
1285,8.212018,4.3,Nomad: The Warrior
1286,64.238688,6.7,Snowpiercer
1287,17.375562,6.5,A Monster in Paris
1288,6.7698,5.9,The Last Shot
1289,44.690107,7.3,The Crow
1290,16.254032,7.5,Baahubali: The Beginning
1291,37.492928,6.7,The Time Traveler's Wife
1292,18.678415,5.8,Because I Said So
1293,27.908783,6.6,Frankenweenie
1294,45.388937,7.4,Serenity
1295,2.817364,4.5,Against the Ropes
1296,22.164202,5.3,Superman III
1297,21.362949,6.0,Grudge Match
1298,14.8375,7.1,Red Cliff
1299,18.256028,6.0,Sweet Home Alabama
1300,22.332927,6.4,The Ugly Truth
1301,5.417787,5.5,Sgt. Bilko
1302,24.085144,5.3,Spy Kids 2: The Island of Lost Dreams
1303,14.779041,6.4,Star Trek: Generations
1304,19.947265,6.3,The Grandmaster
1305,16.801218,6.7,Water for Elephants
1306,5.057695,6.8,Dragon Nest: Warriors' Dawn
1307,20.825781,7.2,The Hurricane
1308,11.500783,6.2,Enough
1309,13.932203,5.7,Heartbreakers
1310,41.258487,5.0,Paul Blart: Mall Cop 2
1311,6.454634,5.6,Angel Eyes
1312,5.257009,5.5,Joe Somebody
1313,30.359164,6.3,The Ninth Gate
1314,3.426555,5.7,Extreme Measures
1315,11.60815,6.0,Rock Star
1316,18.664624,6.9,Precious
1317,10.047579,6.3,White Squall
1318,52.731379,7.8,The Thing
1319,46.630062,6.2,Riddick
1320,4.131546,5.8,Switchback
1321,5.641978,5.4,Texas Rangers
1322,23.465539,6.2,City of Ember
1323,25.682509,7.0,The Master
1324,6.760922,4.3,Virgin Territory
1325,3.87823,7.1,The Express
1326,57.889964,5.6,The 5th Wave
1327,57.773583,7.3,Creed
1328,24.218358,7.0,The Town
1329,27.009723,5.8,What to Expect When You're Expecting
1330,31.941347,6.5,Burn After Reading
1331,14.353279,5.6,Nim's Island
1332,33.003828,7.7,Rush
1333,30.993736,7.5,Magnolia
1334,25.825771,5.3,Cop Out
1335,46.078371,5.9,How to Be Single
1336,6.63839,6.7,Dolphin Tale
1337,127.084938,5.8,Twilight
1338,27.465433,7.0,John Q
1339,16.865782,6.1,Blue Streak
1340,100.348805,6.8,We're the Millers
1341,2.785832,5.3,The Inhabited Island
1342,9.176339,6.6,Breakdown
1343,23.380757,5.8,Never Say Never Again
1344,33.926473,6.0,Hot Tub Time Machine
1345,6.967857,6.7,Dolphin Tale 2
1346,11.470135,5.4,Reindeer Games
1347,19.854932,5.8,A Man Apart
1348,29.652536,5.2,Aloha
1349,8.102925,6.2,Ghosts of Mississippi
1350,2.79483,6.3,Snow Falling on Cedars
1351,11.492474,5.8,The Rite
1352,70.398356,7.5,Gattaca
1353,1.068453,4.6,Isn't She Great
1354,6.293217,5.2,Space Chimps
1355,3.457194,5.3,Head of State
1356,82.21166,7.2,The Hangover
1357,19.167377,6.5,Ip Man 3
1358,18.316151,6.2,Austin Powers: The Spy Who Shagged Me
1359,44.104469,7.0,Batman
1360,6.668679,5.9,There Be Dragons
1361,36.172182,6.4,Lethal Weapon 3
1362,25.767395,7.2,The Blind Side
1363,21.543389,5.5,Spy Kids
1364,50.309843,6.5,Horrible Bosses
1365,49.292384,7.2,True Grit
1366,83.893257,7.0,The Devil Wears Prada
1367,24.616634,6.2,Star Trek: The Motion Picture
1368,34.005726,5.6,Identity Thief
1369,27.714043,7.0,Cape Fear
1370,45.149948,6.5,21
1371,72.774941,5.9,Trainwreck
1372,3.74263,5.5,Guess Who
1373,29.381878,7.0,The English Patient
1374,24.860326,7.7,L.A. Confidential
1375,11.041659,5.8,Sky High
1376,11.897925,6.3,In & Out
1377,23.607071,5.5,Species
1378,38.204158,7.2,A Nightmare on Elm Street
1379,25.413955,6.0,The Cell
1380,28.98027,6.3,The Man in the Iron Mask
1381,9.525037,6.8,Secretariat
1382,18.39217,6.0,TMNT
1383,9.254647,6.8,Radio
1384,40.526587,6.5,Friends with Benefits
1385,50.179171,5.6,Neighbors 2: Sorority Rising
1386,31.957947,7.3,Saving Mr. Banks
1387,19.822791,7.2,Malcolm X
1388,38.429648,5.6,This Is 40
1389,13.707843,5.2,Old Dogs
1390,51.927471,6.2,Underworld: Rise of the Lycans
1391,14.503568,5.2,License to Wed
1392,6.74556,5.2,The Benchwarmers
1393,11.120167,5.8,Must Love Dogs
1394,40.370442,7.4,Donnie Brasco
1395,40.715623,6.4,Resident Evil
1396,36.230204,7.0,Poltergeist
1397,23.666229,6.0,The Ladykillers
1398,25.903237,5.2,Max Payne
1399,60.231382,6.7,In Time
1400,18.38292,5.7,The Back-Up Plan
1401,14.029012,5.9,Something Borrowed
