,title,metadonnees,popularity
676,Wyatt Earp,gunslinger gambling sheriff kevincostner dennisquaid genehackman lawrencekasdan drama action western,13.859307
677,Clear and Present Danger,assassination spy ambush harrisonford willemdafoe annearcher phillipnoyce action drama thriller,18.832471
678,Dragon Blade, jackiechan johncusack adrienbrody daniellee action drama adventure,9.568884
679,Little Man,baby adoption marriedcouple marlonwayans shawnwayans kerrywashington keenenivorywayans comedy crime,12.421504
680,U-571,submarine worldwarii northatlantic matthewmcconaughey billpaxton harveykeitel jonathanmostow action drama thriller,18.096884
681,The American President,whitehouse usapresident newlove michaeldouglas annettebening michaelj.fox robreiner comedy drama romance,11.056763
682,The Love Guru,sport icehockey guru mikemyers jessicaalba justintimberlake marcoschnabel comedy romance,13.218008
683,3000 Miles to Graceland,casino submachinegun hold-uprobbery kurtrussell kevincostner courteneycox demianlichtenstein action adventure comedy,11.262655
684,The Hateful Eight,bountyhunter wyoming mountains samuell.jackson kurtrussell jenniferjasonleigh quentintarantino crime drama mystery,68.717016
685,Blades of Glory,competition olympicgames sport willferrell jonheder willarnett joshgordon action comedy drama,19.412028
686,Hop,coupd'etat slacker easter russellbrand jamesmarsden kaleycuoco timhill animation comedy family,16.791058
687,300,evisceration javelin shield gerardbutler lenaheadey dominicwest zacksnyder action adventure war,65.197968
688,Meet the Fockers,cia parentskidsrelationship florida benstiller teripolo robertdeniro jayroach comedy romance,32.829538
689,Marley & Me,journalist basedonnovel puppy owenwilson jenniferaniston ericdane davidfrankel comedy family,30.951203
690,The Green Mile,southernusa blackpeople mentallydisabled tomhanks michaelclarkeduncan davidmorse frankdarabont fantasy drama crime,103.698022
691,Wild Hogs,midlifecrisis roadtrip politicallyincorrect timallen johntravolta martinlawrence waltbecker action adventure comedy,31.719463
692,Chicken Little,fish smalltown spacemarine zachbraff joancusack danmolina markdindal animation family comedy,47.973995
693,Gone Girl,basedonnovel marriagecrisis disappearance benaffleck rosamundpike carriecoon davidfincher mystery thriller drama,143.041543
694,The Bourne Identity,paris barcelonaspain assassin mattdamon frankapotente chriscooper dougliman action drama mystery,86.476817
695,GoldenEye,cuba falselyaccused secretidentity piercebrosnan seanbean izabellascorupco martincampbell adventure action thriller,59.824565
696,The General's Daughter,suicide detective basedonnovel johntravolta madeleinestowe jamescromwell simonwest crime drama mystery,18.345613
697,The Truman Show,claustrophobia hiddencamera dystopia jimcarrey lauralinney noahemmerich peterweir comedy drama,56.488027
698,The Prince of Egypt,moses egypt pyramid valkilmer ralphfiennes patrickstewart simonwells adventure animation drama,29.464852
699,Daddy Day Care,competition success kindergarten eddiemurphy jeffgarlin stevezahn stevecarr comedy family,18.106021
700,2 Guns,undercover undercoveragent basedoncomicbook denzelwashington markwahlberg paulapatton baltasarkormákur action comedy crime,42.881415
701,Cats & Dogs,fight governance puppy jeffgoldblum elizabethperkins alexanderpollock lawrenceguterman comedy family,18.735024
702,The Italian Job,venice california trainstation markwahlberg charlizetheron edwardnorton f.garygray action crime,62.766854
703,Two Weeks Notice,newyork parishhall romanticcomedy sandrabullock hughgrant aliciawitt marclawrence romance comedy,24.153567
704,Antz,general hero worker woodyallen danaykroyd annebancroft ericdarnell adventure animation comedy,41.515702
705,Couples Retreat,island marriedcouple yoga vincevaughn malinåkerman jasonbateman peterbillingsley comedy romance,26.676487
706,Days of Thunder,stock-car-race daytona carcrash tomcruise robertduvall nicolekidman tonyscott adventure,16.278022
707,Cheaper by the Dozen 2,holiday lake bigfamily stevemartin eugenelevy bonniehunt adamshankman comedy,18.831023
708,Maze Runner: The Scorch Trials,basedonnovel resistance maze dylano'brien kayascodelario thomasbrodie-sangster wesball action,113.161483
709,Eat Pray Love,indonesia femaleprotagonist india juliaroberts jamesfranco javierbardem ryanmurphy drama,28.800112
710,The Family Man,workaholic secondchance guardianangel nicolascage téaleoni doncheadle brettratner comedy drama romance,19.705489
711,RED,cia retirement shottodeath brucewillis johnmalkovich helenmirren robertschwentke action adventure comedy,41.430245
712,Any Given Sunday,americanfootball trainer training alpacino camerondiaz dennisquaid oliverstone drama,23.127561
713,The Horse Whisperer,lovetriangle newyork montana robertredford kristinscottthomas samneill robertredford drama romance,12.867352
714,Collateral,california taxi assassin tomcruise jamiefoxx jadapinkettsmith michaelmann drama crime thriller,44.815022
715,The Scorpion King,egypt temple dwaynejohnson kellyhu michaelclarkeduncan chuckrussell action fantasy adventure,37.537093
716,Ladder 49,ledge practicaljoke joaquinphoenix johntravolta jacindabarrett jayrussell drama action thriller,10.99991
717,Jack Reacher,basedonnovel sniper investigation tomcruise rosamundpike richardjenkins christophermcquarrie crime drama thriller,56.868399
718,Deep Blue Sea,sharkattack shark alzheimer'sdisease thomasjane saffronburrows llcoolj rennyharlin action sciencefiction thriller,22.991269
719,This Is It,popstar music concert michaeljackson orianthi kennyortega kennyortega music documentary,15.798622
720,Contagion,savingtheworld mutation infection mattdamon gwynethpaltrow katewinslet stevensoderbergh drama thriller sciencefiction,38.820858
721,Kangaroo Jack,moneydelivery fool australia jerryo'connell anthonyanderson estellawarren davidmcnally comedy adventure crime,10.292864
722,Coraline,dream eye stuffedanimal dakotafanning terihatcher jennifersaunders henryselick animation family,51.146047
723,The Happening,tree naturaldisaster crisis markwahlberg zooeydeschanel johnleguizamo m.nightshyamalan thriller sciencefiction,20.501582
724,Man on Fire,mexico cia kidnapping denzelwashington dakotafanning marcanthony tonyscott action drama thriller,45.299089
725,The Shaggy Dog,fathersonrelationship parentskidsrelationship workaholic timallen kristindavis dannyglover brianrobbins comedy family,4.280619
726,Starsky & Hutch,informant jumpingfromarooftop surveillancefootage benstiller owenwilson snoopdogg toddphillips comedy crime,28.848842
727,Jingle All the Way,holiday christmasparty santaclaus arnoldschwarzenegger philhartman sinbad brianlevant family comedy,22.501041
728,Hellboy,blackmagic fistfight cover-up ronperlman selmablair rupertevans guillermodeltoro fantasy action sciencefiction,47.479755
729,A Civil Action,success advancement rightandjustice johntravolta robertduvall tonyshalhoub stevenzaillian drama,10.147321
730,ParaNorman,medium stopmotion curse kodismit-mcphee tuckeralbrizzi jodelleferland samfell family animation adventure,39.539045
731,The Jackal,fbi coldwar hitman brucewillis richardgere sidneypoitier michaelcaton-jones action thriller adventure,19.747459
732,Paycheck,prophecy engineer scientist benaffleck aaroneckhart umathurman johnwoo action adventure mystery,29.018826
733,Up Close & Personal,miami television career robertredford michellepfeiffer stockardchanning jonavnet drama romance,4.801849
734,The Tale of Despereaux,loyalty totalitarianregime mouse matthewbroderick dustinhoffman emmawatson robertstevenhagen adventure animation family,16.493576
735,The Tuxedo,bomb intelligence chauffeur jackiechan jenniferlovehewitt jasonisaacs kevindonovan thriller action comedy,21.549232
736,Under Siege 2: Dark Territory,terrorist pentagon satellite stevenseagal ericbogosian everettmcgill geoffmurphy action thriller,13.080725
737,Jack Ryan: Shadow Recruit,londonengland corruption cia chrispine keiraknightley kevincostner kennethbranagh action drama thriller,42.538258
738,Joy,factory inventor strongwoman jenniferlawrence bradleycooper robertdeniro davido.russell drama comedy,29.876507
739,London Has Fallen,londonengland terrorist terroristattack gerardbutler aaroneckhart morganfreeman babaknajafi action crime thriller,61.849521
740,Alien: Resurrection,android mercenary dystopia sigourneyweaver winonaryder braddourif jean-pierrejeunet sciencefiction horror action,37.44963
741,Shooter,corruption sniper senator markwahlberg michaelpeña dannyglover antoinefuqua action drama mystery,37.378081
742,The Boxtrolls,basedonnovel stopmotion fatherdaughterrelationship benkingsley isaachempstead-wright ellefanning anthonystacchi animation comedy family,30.656345
743,Practical Magic,witch magic sorcery sandrabullock nicolekidman evanrachelwood griffindunne drama fantasy comedy,15.142701
744,The Lego Movie,fathersonrelationship creativity friendship chrispratt willferrell elizabethbanks phillord adventure animation comedy,59.547928
745,Miss Congeniality 2: Armed and Fabulous,ransom pressconference ship sandrabullock reginaking enriquemurciano johnpasquin action comedy,19.998581
746,Reign of Fire,dragon evolution firechief christianbale matthewmcconaughey izabellascorupco robbowman adventure action fantasy,27.615108
747,Gangster Squad,losangeles gangster joshbrolin ryangosling nicknolte rubenfleischer crime drama action,29.041198
748,Year One,temple slavery stoneage jackblack michaelcera oliviawilde haroldramis comedy adventure,25.293538
749,Invictus,stadium southafrica apartheid morganfreeman mattdamon tonykgoroge clinteastwood drama history,23.85119
750,State of Play,corruption assassination detective russellcrowe benaffleck rachelmcadams kevinmacdonald action,21.685719
751,Duplicity,spy cliveowen juliaroberts paulgiamatti tonygilroy romance comedy crime,13.630049
752,My Favorite Martian,alien martian basedontvseries jeffdaniels elizabethhurley darylhannah donaldpetrie comedy drama family,6.80692
753,The Sentinel,usapresident agent michaeldouglas kiefersutherland evalongoria clarkjohnson action thriller crime,15.352807
754,Planet 51,flyingsaucer alienlife-form spaceship dwaynejohnson seannwilliamscott jessicabiel jorgeblanco sciencefiction animation family,23.661071
755,Star Trek: Nemesis,clone assassination ambush patrickstewart jonathanfrakes brentspiner stuartbaird sciencefiction action adventure,21.605533
756,Intolerable Cruelty,california assassin infidelity georgeclooney catherinezeta-jones edwardherrmann joelcoen crime comedy romance,22.620125
757,Trouble with the Curve,women baseball pitcher clinteastwood amyadams justintimberlake robertlorenz drama romance,18.587114
758,Edge of Darkness,murder violence deathofdaughter melgibson raywinstone dannyhuston martincampbell crime drama mystery,24.657931
759,The Relic,chicago basedonnovel monster penelopeannmiller tomsizemore lindahunt peterhyams horror mystery thriller,12.621769
760,Analyze That,prison gold therapist robertdeniro billycrystal lisakudrow haroldramis comedy crime,21.08952
761,Righteous Kill,revenge murder plottwist robertdeniro carlagugino 50cent jonavnet action crime drama,18.380176
762,Mercury Rising,assassin lossoffamily autism brucewillis alecbaldwin mikohughes haroldbecker action crime drama,18.877795
763,The Soloist,newspaper cello musical robertdowneyjr. jamiefoxx catherinekeener joewright drama,17.299333
764,The Legend of Bagger Vance,competition worldwari greatdepression mattdamon brucemcgill charlizetheron robertredford fantasy drama,16.848899
765,Almost Famous,hotelroom sandiego drugaddiction katehudson billycrudup francesmcdormand cameroncrowe drama music,21.547446
766,Garfield: A Tail of Two Kitties,londonengland cat mistakeinperson billmurray jenniferlovehewitt billyconnolly timhill animation comedy family,16.930969
767,xXx: State of the Union,washingtond.c. helicopter usapresident icecube samuell.jackson willemdafoe leetamahori action adventure crime,36.689223
768,Priest,vampire crucifixion post-apocalyptic paulbettany karlurban camgigandet scottstewart action sciencefiction fantasy,28.350927
769,Sinbad: Legend of the Seven Seas,prince watermonster bradpitt catherinezeta-jones michellepfeiffer timjohnson family animation adventure,18.815442
770,Event Horizon,spacemarine nudity nightmare laurencefishburne samneill kathleenquinlan paulw.s.anderson horror sciencefiction mystery,29.787135
771,Dragonfly,pregnancyandbirth voice dragonfly kevincostner joemorton ronrifkin tomshadyac drama,8.927137
772,The Black Dahlia,pornography observer losangeles joshhartnett scarlettjohansson aaroneckhart briandepalma drama,15.213484
773,Flyboys,worldwari biplane jamesfranco davidellison jeanreno tonybill action adventure drama,13.155999
774,The Last Castle,prison general robertredford jamesgandolfini markruffalo rodlurie action drama thriller,15.433244
775,Supernova,blackpeople starships future jamesspader angelabassett robertforster walterhill horror sciencefiction thriller,5.762037
776,Winter's Tale,basedonnovel colinfarrell jessicabrownfindlay russellcrowe akivagoldsman drama fantasy mystery,22.736038
777,The Mortal Instruments: City of Bones,angel vampire werewolf lilycollins jamiecampbellbower kevinzegers haraldzwart action adventure drama,45.514031
778,Meet Dave,newyork captain starships eddiemurphy elizabethbanks gabrielleunion brianrobbins comedy sciencefiction adventure,18.676291
779,Dark Water,basedonnovel water remake jenniferconnelly johnc.reilly timroth waltersalles drama horror thriller,14.376463
780,Edtv,tvshow tvstation simulatedreality matthewmcconaughey woodyharrelson sallykirkland ronhoward comedy,14.298297
781,Inkheart,book fairytale eavesdropping brendanfraser siennaguillory andyserkis iainsoftley adventure family fantasy,27.018886
782,The Spirit,secretidentity robber mask gabrielmacht scarlettjohansson samuell.jackson frankmiller action comedy thriller,14.84856
783,Mortdecai,basedonnovel painting debt johnnydepp gwynethpaltrow ewanmcgregor davidkoepp comedy adventure,52.417529
784,In the Name of the King: A Dungeon Siege Tale,fictionalplace monster lossoffamily jasonstatham johnrhys-davies rayliotta uweboll adventure fantasy action,15.406173
785,Beyond Borders,londonengland cia landmine angelinajolie cliveowen teripolo martincampbell drama romance adventure,6.523472
786,The Monkey King 2,monkeyking aaronkwok gongli williamfeng soicheang action adventure fantasy,4.72629
787,The Great Raid,basedonnovel worldwarii prisonersofwar benjaminbratt jamesfranco connienielsen johndahl action history war,8.923215
788,Deadpool,antihero mercenary marvelcomic ryanreynolds morenabaccarin edskrein timmiller action adventure comedy,514.569956
789,Holy Man,salesclerk television tvratings eddiemurphy jeffgoldblum kellypreston stephenherek drama comedy,9.265672
790,American Sniper,sniper biography iraq bradleycooper siennamiller kylegallner clinteastwood war action,87.53437
791,Goosebumps,basedonnovel magic fantasy jackblack dylanminnette odeyarush robletterman adventure horror comedy,45.351617
792,Just Like Heaven,coma basedonnovel workaholic reesewitherspoon markruffalo donallogue markwaters comedy fantasy romance,13.43573
793,The Flintstones in Viva Rock Vegas,waitress marriageproposal flirt markaddy stephenbaldwin kristenjohnston brianlevant sciencefiction comedy family,6.248309
794,Rambo III,competition submachinegun sovietunion sylvesterstallone richardcrenna kurtwoodsmith petermacdonald action adventure thriller,31.294717
795,Leatherheads,americanfootball sportsteam stadium georgeclooney renéezellweger johnkrasinski georgeclooney comedy romance drama,7.739276
796,The Ridiculous 6,wildwest adamsandler taylorlautner stevebuscemi frankcoraci comedy western,19.694695
797,Did You Hear About the Morgans?,witnessprotection comedy duringcreditsstinger hughgrant sarahjessicaparker marysteenburgen marclawrence comedy,14.403696
798,The Internship,jobinterview lossofjob intern owenwilson vincevaughn rosebyrne shawnlevy comedy,1.551497
799,Resident Evil: Afterlife,post-apocalyptic dystopia undead millajovovich wentworthmiller alilarter paulw.s.anderson action adventure horror,2.143764
800,Red Tails,worldwarii fighterpilot fighterplane bryancranston davidoyelowo cubagoodingjr. anthonyhemingway drama action adventure,12.29603
801,The Devil's Advocate,childabuse southernusa obsession keanureeves alpacino charlizetheron taylorhackford drama horror mystery,33.8473
802,That's My Boy,deadbeatdad cheatingfiancée teacherstudentsex adamsandler susansarandon evaamurrimartino seananders comedy,21.723897
803,DragonHeart,magic kingdom despot dennisquaid davidthewlis petepostlethwaite robcohen fantasy,31.791979
804,After the Sunset,bahamas masterthief crookcouple piercebrosnan salmahayek woodyharrelson brettratner action comedy crime,14.113066
805,Ghost Rider: Spirit of Vengeance,monk easterneurope skeleton nicolascage ciaránhinds violanteplacido briantaylor action fantasy thriller,48.622278
806,Captain Corelli's Mandolin,officer greekisland mandolin nicolascage penélopecruz johnhurt johnmadden drama history romance,9.061866
807,The Pacifier,bodybuilder children bodyguard vindiesel laurengraham faithford adamshankman action comedy drama,35.4763
808,Walking Tall,casino sheriff home dwaynejohnson johnnyknoxville nealmcdonough kevinbray adventure drama action,23.438398
809,Forrest Gump,vietnamveteran hippie mentallydisabled tomhanks robinwright garysinise robertzemeckis comedy drama romance,138.133331
810,Alvin and the Chipmunks,pop popstar recordproducer jasonlee davidcross cameronrichardson timhill comedy music family,47.336034
811,Meet the Parents,cia airport cat benstiller robertdeniro teripolo jayroach comedy romance,29.97224
812,Pocahontas,cultureclash settler forbiddenlove irenebedard melgibson davidogdenstiers mikegabriel adventure animation drama,47.845589
813,Superman,savingtheworld journalist dccomics christopherreeve marlonbrando margotkidder richarddonner action adventure fantasy,48.507081
814,The Nutty Professor,overweight overweightman duringcreditsstinger eddiemurphy jadapinkettsmith jamescoburn tomshadyac fantasy comedy romance,20.28119
815,Hitch,speeddate romanticcomedy dating willsmith evamendes kevinjames andytennant comedy drama romance,34.576913
816,George of the Jungle,africa sanfrancisco gorilla brendanfraser lesliemann thomashadenchurch samweisman adventure comedy family,22.573237
817,American Wedding,handcuffs sistersisterrelationship spanner jasonbiggs alysonhannigan seannwilliamscott jessedylan comedy romance,36.194802
818,Captain Phillips,ship hijacking somalia tomhanks catherinekeener maxmartini paulgreengrass action drama thriller,52.786917
819,Date Night,date corruption taxi tinafey stevecarell markwahlberg shawnlevy comedy,38.06168
820,Casper,halloween friendship supernatural christinaricci billpullman cathymoriarty bradsilberling fantasy comedy family,19.830132
821,The Equalizer,corruption assassin hostage denzelwashington martoncsokas chloëgracemoretz antoinefuqua thriller action crime,79.922059
822,Maid in Manhattan,hotel politician mistakenidentity jenniferlopez ralphfiennes natasharichardson waynewang comedy drama romance,19.738215
823,Crimson Tide,submarine mutiny russia denzelwashington genehackman mattcraven tonyscott action thriller drama,20.334629
824,The Pursuit of Happyness,sanfrancisco singleparent homelessperson willsmith jadensmith thandienewton gabrielemuccino drama,80.581367
825,Flightplan,berlin lossoffather airplane jodiefoster petersarsgaard seanbean robertschwentke thriller drama mystery,32.05145
826,Disclosure,employee workplace sexualharassment michaeldouglas demimoore donaldsutherland barrylevinson drama thriller crime,15.064058
827,City of Angels,suicide angel lifeanddeath nicolascage megryan andrebraugher bradsilberling drama fantasy romance,21.272734
828,Kill Bill: Vol. 1,japan coma martialarts umathurman lucyliu vivicaa.fox quentintarantino action crime,79.754966
829,Bowfinger,filmproducer filmdirector moviestudio stevemartin eddiemurphy heathergraham frankoz comedy,13.191829
830,Kill Bill: Vol. 2,brotherbrotherrelationship swordplay katana umathurman davidcarradine darylhannah quentintarantino action crime thriller,50.622607
831,Tango & Cash,prisoner warondrugs losangeles sylvesterstallone kurtrussell terihatcher andreikonchalovsky action adventure comedy,22.787667
832,Death Becomes Her,jealousy beauty immortality merylstreep brucewillis goldiehawn robertzemeckis fantasy comedy,29.498304
833,Shanghai Noon,princess sioux travel jackiechan owenwilson lucyliu tomdey adventure action comedy,25.400935
834,Executive Decision,bomb ransom hostage kurtrussell stevenseagal halleberry stuartbaird action adventure drama,17.231675
835,Mr. Popper's Penguins,taxi restaurant zoo jimcarrey carlagugino madelinecarroll markwaters comedy family,32.835777
836,The Forbidden Kingdom,tempel shaolin teenager jackiechan jetli michaelangarano robminkoff action adventure fantasy,17.097041
837,Free Birds,holiday thanksgiving freedom owenwilson woodyharrelson amypoehler jimmyhayward animation comedy family,14.414937
838,Alien³,prison android spacecraft sigourneyweaver charless.dutton charlesdance davidfincher sciencefiction action horror,45.856409
839,Evita,prostitute deification dancehallhostess madonna antoniobanderas jonathanpryce alanparker history drama music,7.027139
840,Ronin,paris france armsdeal robertdeniro jeanreno nataschamcelhone johnfrankenheimer action thriller crime,32.657488
841,The Ghost and the Darkness,africa lion bridge michaeldouglas valkilmer tomwilkinson stephenhopkins adventure,12.46525
842,Paddington,england trainstation basedonnovel nicolekidman petercapaldi benwhishaw paulking family comedy,39.882276
843,The Watch,usa sterility castration benstiller vincevaughn jonahhill akivaschaffer comedy,39.395881
844,The Hunted,hunter fbi knife tommyleejones beniciodeltoro connienielsen williamfriedkin drama action thriller,8.634954
845,Instinct,prison gorilla research anthonyhopkins cubagoodingjr. donaldsutherland jonturteltaub drama mystery thriller,7.386394
846,Stuck on You,sex dancer martialarts mattdamon gregkinnear evamendes bobbyfarrelly comedy,8.802525
847,Semi-Pro,sport basketball flintmichigan willferrell mauratierney woodyharrelson kentalterman comedy,10.449975
848,The Pirates! In an Adventure with Scientists!,rivalry stopmotion pirate hughgrant brendangleeson jeremypiven peterlord animation adventure family,23.700759
849,Changeling,corruption mother nudity angelinajolie jeffreydonovan johnmalkovich clinteastwood crime drama mystery,27.50916
850,Chain Reaction,fbi hydrogenbomb secretlab keanureeves morganfreeman rachelweisz andrewdavis action drama sciencefiction,20.58862
851,The Fan,sport luck sanfranciscogiants robertdeniro wesleysnipes ellenbarkin tonyscott drama mystery thriller,4.366488
852,The Phantom of the Opera,dancing obsession auction gerardbutler emmyrossum patrickwilson joelschumacher thriller drama romance,18.927463
853,Elizabeth: The Golden Age,england assassination spain cateblanchett cliveowen geoffreyrush shekharkapur drama history romance,15.274137
854,Æon Flux,martialarts dystopia surrealism charlizetheron martoncsokas jonnyleemiller karynkusama action sciencefiction,29.954302
855,Gods and Generals,war battle unionsoldier stephenlang jeffdaniels robertduvall ronaldf.maxwell drama history war,4.362535
856,Turbulence,stewardess airplane shootout rayliotta laurenholly brendangleeson robertbutler action thriller crime,4.700024
857,Imagine That, eddiemurphy thomashadenchurch yarashahidi kareykirkpatrick comedy,12.340384
858,Muppets Most Wanted,musical themuppets rickygervais tyburrell tinafey jamesbobin comedy adventure crime,14.808304
859,Thunderbirds,secretorganization basedontvseries goldengatebridge bradycorbet sorenfulton deboraweston jonathanfrakes action adventure comedy,9.27875
860,Burlesque,musical losangeles burlesque cher christinaaguilera ericdane steveantin drama romance,22.863516
861,A Very Long Engagement,paris prostitute lossoflover audreytautou gaspardulliel dominiquepinon jean-pierrejeunet drama,23.05451
862,Lolita,sexualobsession hotel depression jamesmason suelyon shelleywinters stanleykubrick drama romance,23.962109
863,D-Tox,alcoholism serialkiller hospital sylvesterstallone courtneyb.vance tomberenger jimgillespie action thriller,12.669778
864,Blade II,katana mutation vampire wesleysnipes kriskristofferson ronperlman guillermodeltoro fantasy horror action,67.169587
865,Seven Pounds,vegetarian taxcollector pianist willsmith rosariodawson sarahjanemorris gabrielemuccino drama,41.472404
866,Bullet to the Head, sylvesterstallone sungkang sarahshahi walterhill action crime thriller,22.503935
867,The Godfather: Part III,italy christianity newyork alpacino dianekeaton andygarcía francisfordcoppola crime drama thriller,59.194915
868,Elizabethtown,suicide hotelroom suicideattempt orlandobloom kirstendunst susansarandon cameroncrowe comedy drama romance,22.894898
869,"You, Me and Dupree",roommate loveofone'slife newlywed katehudson owenwilson mattdillon anthonyrusso comedy romance,18.600367
870,Superman II,savingtheworld dccomics sequel genehackman christopherreeve nedbeatty richardlester action adventure fantasy,30.515175
871,Gigli,newyork mentallydisabled kidnapping benaffleck jenniferlopez justinbartha martinbrest drama,9.053456
872,All the King's Men,corruption journalist basedonnovel seanpenn judelaw katewinslet stevenzaillian drama thriller,7.768223
873,Shaft,corruption blackpeople italo-american samuell.jackson jeffreywright christianbale johnsingleton action adventure crime,19.643365
874,Anastasia,tzar musical russianrevolution megryan johncusack christopherlloyd garygoldman animation family,45.565918
875,Moulin Rouge!,duke musical writer'sblock nicolekidman ewanmcgregor johnleguizamo bazluhrmann drama music romance,57.374341
876,Domestic Disturbance,menace adoption dangerous johntravolta vincevaughn teripolo haroldbecker mystery thriller crime,8.41856
877,Black Mass,boston basedontruestory organizedcrime johnnydepp joeledgerton benedictcumberbatch scottcooper crime drama,46.049902
878,Flags of Our Fathers,worldwarii dyinganddeath pacific ryanphillippe adambeach jessebradford clinteastwood war drama history,23.9366
879,Law Abiding Citizen,tattoo secretpassage baseballbat jamiefoxx gerardbutler colmmeaney f.garygray drama crime thriller,49.593978
880,Grindhouse,exploitation slasher zombie kurtrussell zoëbell rosariodawson robertrodriguez thriller action horror,16.637642
881,Beloved, oprahwinfrey dannyglover thandienewton jonathandemme drama thriller,1.453765
882,Lucky You,poker sport lasvegas ericbana drewbarrymore robertduvall curtishanson drama romance,6.162872
883,Catch Me If You Can,conman biography fbiagent leonardodicaprio tomhanks christopherwalken stevenspielberg drama crime,73.944049
884,Zero Dark Thirty,assassination cia hotel jessicachastain jasonclarke markstrong kathrynbigelow thriller drama history,38.306954
885,The Break-Up,bowling chicago americanfootball vincevaughn jenniferaniston joeylaurenadams peytonreed romance comedy,26.251217
886,Mamma Mia!,singleparent greece musical merylstreep piercebrosnan amandaseyfried phyllidalloyd comedy romance,30.780599
887,Valentine's Day,flower marriedcouple florist jessicaalba jessicabiel bradleycooper garrymarshall comedy romance,25.41929
888,The Dukes of Hazzard,sheriff farm bikini johnnyknoxville seannwilliamscott jessicasimpson jaychandrasekhar action adventure comedy,15.98212
889,The Thin Red Line,basedonnovel japanese worldwarii seanpenn adrienbrody jimcaviezel terrencemalick drama history war,40.072583
890,The Change-Up,jealousy chance wish oliviawilde ryanreynolds jasonbateman daviddobkin comedy,32.015477
891,Man on the Moon,showbusiness comedian wrestling jimcarrey courtneylove bobzmuda milošforman comedy drama romance,24.444186
892,Casino,poker drugabuse 1970s robertdeniro sharonstone joepesci martinscorsese drama crime,40.06688
893,From Paris with Love,paris cia undercover johntravolta jonathanrhysmeyers kasiasmutniak pierremorel action crime thriller,27.916284
894,Bulletproof Monk,monk homelessperson injection seannwilliamscott jaimeking karelroden paulhunter action comedy fantasy,15.20707
895,"Me, Myself & Irene",schizophrenia ex-cop aftercreditsstinger jimcarrey renéezellweger anthonyanderson bobbyfarrelly comedy,39.001682
896,Barnyard,peasant farm cow courteneycox kevinjames samelliott steveoedekerk animation comedy family,10.430832
897,Deck the Halls,holiday massachusetts neighbor dannydevito matthewbroderick kristindavis johnwhitesell comedy family,5.952527
898,The Twilight Saga: New Moon,moon cinema vampire kristenstewart robertpattinson taylorlautner chrisweitz adventure fantasy drama,94.815867
899,Shrek,magic liberation lordship mikemyers eddiemurphy camerondiaz andrewadamson adventure animation comedy,67.298732
900,The Adjustment Bureau,hotel dancer hat mattdamon emilyblunt johnslattery georgenolfi sciencefiction thriller romance,26.60772
901,Robin Hood: Prince of Thieves,england crusade mercifulness kevincostner morganfreeman christianslater kevinreynolds adventure,28.803729
902,Jerry Maguire,stadium career sport tomcruise cubagoodingjr. renéezellweger cameroncrowe comedy drama romance,27.039636
903,Ted,friendship love teddybear markwahlberg milakunis sethmacfarlane sethmacfarlane comedy fantasy,68.87691
904,As Good as It Gets,singleparent waitress lonewolf jacknicholson helenhunt gregkinnear jamesl.brooks comedy romance,37.885022
905,Patch Adams,nurse hospital doctor robinwilliams philipseymourhoffman bobgunton tomshadyac comedy drama,35.537397
906,Anchorman 2: The Legend Continues,journalism mustache tvnews willferrell stevecarell paulrudd adammckay comedy,38.125008
907,Mr. Deeds,loveletter newhampshire ferrari adamsandler winonaryder johnturturro stevenbrill comedy romance,18.121404
908,Super 8,1970s secret alien joelcourtney ellefanning rileygriffiths j.j.abrams thriller sciencefiction mystery,37.069253
909,Erin Brockovich,biography basedontruestory singlemother juliaroberts albertfinney aaroneckhart stevensoderbergh drama,30.347332
910,How to Lose a Guy in 10 Days,newyork bet journalist katehudson matthewmcconaughey kathrynhahn donaldpetrie comedy romance,23.854701
911,22 Jump Street,highschool undercovercop buddycomedy jonahhill channingtatum davefranco phillord crime comedy action,52.380982
912,Interview with the Vampire,paris sanfrancisco vampire bradpitt tomcruise kirstendunst neiljordan horror romance,50.163785
913,Yes Man,bungee-jump scooter jimcarrey zooeydeschanel rhysdarby peytonreed comedy,43.849351
914,Central Intelligence,spy cia espionage dwaynejohnson kevinhart amyryan rawsonmarshallthurber action comedy,45.318703
915,Stepmom,divorce rebelliousdaughter freezeframe juliaroberts susansarandon edharris chriscolumbus drama romance,16.368283
916,Daddy's Home,daddyshome willferrell markwahlberg lindacardellini seananders comedy,38.616744
917,Into the Woods,witch cinderella prince merylstreep emilyblunt jamescorden robmarshall fantasy comedy music,65.90161
918,Inside Man,bankmanager kidnapping nazibackground denzelwashington cliveowen jodiefoster spikelee crime drama thriller,45.220386
919,Payback,newyork heroin money melgibson kriskristofferson gregghenry brianhelgeland drama action thriller,17.457947
920,Congo,gorilla kongo diamondmine lauralinney dylanwalsh erniehudson frankmarshall action adventure drama,10.755847
921,We Bought a Zoo,zoo mattdamon scarlettjohansson thomashadenchurch cameroncrowe drama comedy family,38.629763
922,Knowing,cataclysm code suspense nicolascage rosebyrne chandlercanterbury alexproyas action adventure drama,32.693093
923,Failure to Launch,hotelmom romanticcomedy lying matthewmcconaughey sarahjessicaparker zooeydeschanel tomdey comedy,18.806031
924,The Ring Two,nun basedonnovel bathtub naomiwatts simonbaker elizabethperkins hideonakata drama horror thriller,32.233713
